Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
223,61,2025-03-05,CHO,,MIN,"L, 110-125",*,36:21,11,28,.393,4,12,.333,7,16,.438,.464,2,2,1.000,2,8,10,6,0,0,4,6,28,14.4,-1,LaMelo Ball
224,62,2025-03-07,CHO,,CLE,"L, 117-118",*,22:50,4,13,.308,3,10,.300,1,3,.333,.423,2,2,1.000,0,1,1,7,1,0,1,6,13,8.3,-17,LaMelo Ball
,63,2025-03-08,CHO,,BRK,"W, 105-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
225,64,2025-03-10,CHO,@,MIA,"W, 105-102",*,36:10,5,21,.238,2,12,.167,3,9,.333,.286,3,3,1.000,2,4,6,10,1,0,4,2,15,8.1,6,LaMelo Ball
226,65,2025-03-12,CHO,@,ATL,"L, 110-123",*,30:24,6,21,.286,3,11,.273,3,10,.300,.357,10,10,1.000,2,0,2,9,2,1,3,3,25,18.9,-6,LaMelo Ball
227,66,2025-03-14,CHO,@,SAS,"W, 145-134",*,29:07,9,13,.692,7,11,.636,2,2,1.000,.962,2,2,1.000,1,2,3,15,1,0,4,0,27,30.3,27,LaMelo Ball
228,67,2025-03-16,CHO,@,LAC,"L, 88-123",*,30:51,5,18,.278,2,8,.250,3,10,.300,.333,4,5,.800,0,2,2,5,0,0,4,3,16,3.9,-34,LaMelo Ball
,68,2025-03-18,CHO,,ATL,"L, 102-134",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
229,69,2025-03-20,CHO,,NYK,"W, 115-98",*,27:31,10,23,.435,5,10,.500,5,13,.385,.543,0,0,,2,3,5,8,0,0,2,4,25,17.2,2,LaMelo Ball
,70,2025-03-21,CHO,@,OKC,"L, 106-141",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
230,71,2025-03-23,CHO,@,MIA,"L, 105-122",*,34:04,6,19,.316,2,10,.200,4,9,.444,.368,4,4,1.000,1,2,3,11,2,0,5,3,18,11.9,-14,LaMelo Ball
231,72,2025-03-25,CHO,,ORL,"L, 104-111",*,28:47,9,13,.692,3,4,.750,6,9,.667,.808,4,4,1.000,0,1,1,9,0,0,4,6,25,19.7,-7,LaMelo Ball
,73,2025-03-28,CHO,@,TOR,"L, 97-108",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
,74,2025-03-30,CHO,@,NOP,"L, 94-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
,75,2025-03-31,CHO,,UTA,"W, 110-106",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,LaMelo Ball
,76,2025-04-02,CHO,@,IND,"L, 105-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
,77,2025-04-04,CHO,,SAC,"L, 102-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
,78,2025-04-06,CHO,,CHI,"L, 117-131",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
,79,2025-04-08,CHO,,MEM,"L, 100-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
,80,2025-04-09,CHO,@,TOR,"L, 96-126",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
,81,2025-04-11,CHO,@,BOS,"L, 94-130",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
,82,2025-04-13,CHO,@,BOS,"L, 86-93",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LaMelo Ball
361,1,2024-10-23,CHO,@,HOU,"W, 110-105",*,32:17,5,11,.455,0,3,.000,5,8,.625,.455,0,0,,0,9,9,2,1,1,4,1,10,5.7,4,Miles Bridges
362,2,2024-10-25,CHO,@,ATL,"L, 120-125",*,30:30,8,17,.471,3,8,.375,5,9,.556,.559,8,8,1.000,1,4,5,0,0,1,0,3,27,19.7,-16,Miles Bridges
363,3,2024-10-26,CHO,,MIA,"L, 106-114",*,34:47,6,14,.429,2,6,.333,4,8,.500,.500,2,4,.500,2,7,9,2,0,1,2,2,16,10.6,0,Miles Bridges
364,4,2024-10-30,CHO,,TOR,"W, 138-133",*,23:54,2,11,.182,1,7,.143,1,4,.250,.227,2,2,1.000,0,3,3,2,0,1,2,0,7,1.1,-12,Miles Bridges
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Miles Bridges
365,5,2024-11-01,CHO,,BOS,"L, 109-124",*,31:20,5,16,.313,2,10,.200,3,6,.500,.375,2,3,.667,0,7,7,3,1,0,1,1,14,8.2,-12,Miles Bridges
366,6,2024-11-02,CHO,,BOS,"L, 103-113",*,31:18,2,6,.333,1,2,.500,1,4,.250,.417,1,2,.500,0,8,8,5,2,0,3,1,6,6.7,-4,Miles Bridges
367,7,2024-11-04,CHO,@,MIN,"L, 93-114",*,25:00,4,13,.308,1,6,.167,3,7,.429,.346,1,2,.500,1,5,6,4,0,0,1,1,10,5.7,-10,Miles Bridges
368,8,2024-11-06,CHO,,DET,"W, 108-107",*,35:00,8,14,.571,2,3,.667,6,11,.545,.643,9,9,1.000,1,6,7,2,0,0,0,3,27,23.1,6,Miles Bridges
,9,2024-11-08,CHO,,IND,"W, 103-83",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,10,2024-11-10,CHO,@,PHI,"L, 105-107 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,11,2024-11-12,CHO,@,ORL,"L, 89-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
369,12,2024-11-16,CHO,,MIL,"W, 115-114",*,26:57,7,15,.467,3,7,.429,4,8,.500,.567,2,2,1.000,2,5,7,3,1,0,1,0,19,16.3,4,Miles Bridges
370,13,2024-11-17,CHO,@,CLE,"L, 114-128",*,26:49,7,15,.467,4,8,.500,3,7,.429,.600,1,1,1.000,1,7,8,8,2,1,0,2,19,21.6,-15,Miles Bridges
371,14,2024-11-19,CHO,@,BRK,"L, 115-116",*,33:18,8,14,.571,5,9,.556,3,5,.600,.750,0,0,,0,3,3,2,0,0,1,1,21,15.3,-15,Miles Bridges
,15,2024-11-21,CHO,,DET,"W, 123-121 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,16,2024-11-23,CHO,@,MIL,"L, 119-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,17,2024-11-25,CHO,,ORL,"L, 84-95",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,18,2024-11-27,CHO,,MIA,"L, 94-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,19,2024-11-29,CHO,,NYK,"L, 98-99",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,20,2024-11-30,CHO,,ATL,"L, 104-107",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Miles Bridges
,21,2024-12-03,CHO,,PHI,"L, 104-110",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,22,2024-12-05,CHO,@,NYK,"L, 101-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,23,2024-12-07,CHO,,CLE,"L, 102-116",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,24,2024-12-08,CHO,@,IND,"W, 113-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
372,25,2024-12-13,CHO,@,CHI,"L, 95-109",*,24:37,5,16,.313,0,6,.000,5,10,.500,.313,4,4,1.000,3,6,9,4,0,1,0,2,14,11.4,-1,Miles Bridges
373,26,2024-12-16,CHO,,PHI,"L, 108-121",*,28:14,10,19,.526,2,8,.250,8,11,.727,.579,2,3,.667,1,5,6,4,0,0,3,1,24,15.9,2,Miles Bridges
374,27,2024-12-19,CHO,@,WAS,"L, 114-123",*,31:53,7,16,.438,0,4,.000,7,12,.583,.438,2,3,.667,1,7,8,3,0,0,2,2,16,9.3,-7,Miles Bridges
375,28,2024-12-20,CHO,@,PHI,"L, 98-108",*,28:44,4,13,.308,1,7,.143,3,6,.500,.346,6,6,1.000,1,6,7,1,1,2,5,2,15,7.3,-19,Miles Bridges
376,29,2024-12-23,CHO,,HOU,"L, 101-114",*,29:00,9,17,.529,2,6,.333,7,11,.636,.588,4,4,1.000,0,8,8,3,1,0,2,0,24,19.2,-7,Miles Bridges
377,30,2024-12-26,CHO,@,WAS,"L, 110-113",*,33:43,8,17,.471,4,9,.444,4,8,.500,.588,2,2,1.000,1,13,14,6,1,2,2,0,22,22.5,1,Miles Bridges
378,31,2024-12-28,CHO,,OKC,"L, 94-106",*,38:29,5,16,.313,1,8,.125,4,8,.500,.344,8,8,1.000,1,9,10,6,1,2,3,1,19,16.4,-3,Miles Bridges
379,32,2024-12-30,CHO,,CHI,"L, 108-115 (OT)",*,36:11,13,32,.406,2,13,.154,11,19,.579,.438,3,3,1.000,1,11,12,8,0,0,3,2,31,19.6,2,Miles Bridges
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Miles Bridges
380,33,2025-01-03,CHO,@,DET,"L, 94-98",*,39:09,5,16,.313,3,7,.429,2,9,.222,.406,7,9,.778,0,9,9,5,2,1,6,2,20,12.1,-3,Miles Bridges
381,34,2025-01-05,CHO,@,CLE,"L, 105-115",*,26:29,5,14,.357,1,6,.167,4,8,.500,.393,0,0,,1,7,8,3,1,0,1,3,11,6.9,-14,Miles Bridges
382,35,2025-01-07,CHO,,PHO,"W, 115-104",*,36:46,8,17,.471,2,5,.400,6,12,.500,.529,3,3,1.000,1,6,7,3,2,0,1,4,21,16.3,5,Miles Bridges
383,36,2025-01-12,CHO,@,PHO,"L, 113-120",*,32:02,8,15,.533,3,5,.600,5,10,.500,.633,2,2,1.000,0,5,5,5,0,0,2,3,21,15.5,8,Miles Bridges
384,37,2025-01-15,CHO,@,UTA,"W, 117-112",*,38:55,9,16,.563,3,7,.429,6,9,.667,.656,4,4,1.000,2,8,10,4,1,1,1,3,25,23.5,25,Miles Bridges
385,38,2025-01-17,CHO,@,CHI,"W, 125-123",*,31:37,8,15,.533,3,6,.500,5,9,.556,.633,2,2,1.000,1,3,4,3,1,0,3,2,21,14.6,15,Miles Bridges
386,39,2025-01-20,CHO,,DAL,"W, 110-105",*,32:11,8,15,.533,4,7,.571,4,8,.500,.667,3,4,.750,1,4,5,2,0,1,3,0,23,16.3,-1,Miles Bridges
387,40,2025-01-22,CHO,@,MEM,"L, 120-132",*,34:02,5,14,.357,2,8,.250,3,6,.500,.429,5,6,.833,0,5,5,6,1,0,4,2,17,10.7,-19,Miles Bridges
,41,2025-01-24,CHO,,POR,"L, 97-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
388,42,2025-01-25,CHO,,NOP,"W, 123-92",*,28:17,8,13,.615,2,4,.500,6,9,.667,.692,4,6,.667,2,4,6,3,0,1,2,1,22,18.3,20,Miles Bridges
389,43,2025-01-27,CHO,,LAL,"L, 107-112",*,36:59,10,23,.435,2,11,.182,8,12,.667,.478,4,4,1.000,1,7,8,4,1,1,2,1,26,18.8,-2,Miles Bridges
390,44,2025-01-29,CHO,,BRK,"L, 83-104",*,31:58,8,21,.381,1,8,.125,7,13,.538,.405,6,7,.857,2,11,13,1,2,2,2,1,23,17.5,-21,Miles Bridges
391,45,2025-01-31,CHO,,LAC,"L, 104-112",*,37:40,12,27,.444,1,8,.125,11,19,.579,.463,2,3,.667,1,8,9,6,0,0,3,4,27,15.2,1,Miles Bridges
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Miles Bridges
392,46,2025-02-01,CHO,,DEN,"L, 104-107",*,33:55,10,23,.435,1,5,.200,9,18,.500,.457,3,4,.750,2,10,12,2,0,1,1,1,24,16.6,-2,Miles Bridges
393,47,2025-02-03,CHO,,WAS,"L, 114-124",*,36:42,9,21,.429,2,7,.286,7,14,.500,.476,4,4,1.000,3,7,10,10,0,0,2,0,24,22.1,12,Miles Bridges
394,48,2025-02-05,CHO,,MIL,"L, 102-112",*,26:28,7,17,.412,1,5,.200,6,12,.500,.441,0,0,,1,5,6,6,0,0,1,2,15,10.5,-4,Miles Bridges
395,49,2025-02-07,CHO,,SAS,"W, 117-116",*,34:41,10,18,.556,3,6,.500,7,12,.583,.639,2,2,1.000,1,6,7,2,1,1,0,0,25,22.0,7,Miles Bridges
396,50,2025-02-09,CHO,@,DET,"L, 102-112",*,36:06,10,20,.500,5,9,.556,5,11,.455,.625,5,7,.714,1,8,9,3,1,0,4,2,30,20.6,-16,Miles Bridges
397,51,2025-02-10,CHO,@,BRK,"L, 89-97",*,28:47,3,11,.273,0,3,.000,3,8,.375,.273,1,2,.500,3,4,7,3,0,2,3,1,7,3.5,2,Miles Bridges
398,52,2025-02-12,CHO,@,ORL,"L, 86-102",*,36:27,6,23,.261,2,8,.250,4,15,.267,.304,5,5,1.000,0,8,8,4,1,0,1,0,19,10.5,-18,Miles Bridges
399,53,2025-02-19,CHO,@,LAL,"W, 100-97",*,33:24,9,22,.409,5,11,.455,4,11,.364,.523,6,7,.857,1,5,6,0,5,1,2,3,29,21.5,4,Miles Bridges
400,54,2025-02-20,CHO,@,DEN,"L, 115-129",*,33:45,12,23,.522,5,10,.500,7,13,.538,.630,7,7,1.000,4,9,13,7,3,1,0,1,36,38.4,1,Miles Bridges
401,55,2025-02-22,CHO,@,POR,"L, 88-141",*,23:27,6,14,.429,3,6,.500,3,8,.375,.536,2,2,1.000,0,3,3,3,2,1,2,3,17,12.1,-28,Miles Bridges
402,56,2025-02-24,CHO,@,SAC,"L, 88-130",*,30:03,9,19,.474,4,8,.500,5,11,.455,.579,1,2,.500,2,4,6,1,0,1,4,0,23,12.9,-26,Miles Bridges
403,57,2025-02-25,CHO,@,GSW,"L, 92-128",*,26:04,2,11,.182,0,5,.000,2,6,.333,.182,5,6,.833,1,6,7,2,0,0,6,2,9,-1.2,-28,Miles Bridges
404,58,2025-02-27,CHO,@,DAL,"L, 96-103",*,39:47,9,24,.375,2,8,.250,7,16,.438,.417,0,0,,0,12,12,6,0,1,4,3,20,10.1,-4,Miles Bridges
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Miles Bridges
405,59,2025-03-01,CHO,,WAS,"L, 100-113",*,35:31,7,16,.438,3,6,.500,4,10,.400,.531,1,1,1.000,4,3,7,7,0,1,2,1,18,16.5,-19,Miles Bridges
406,60,2025-03-03,CHO,,GSW,"L, 101-119",*,33:44,11,20,.550,4,9,.444,7,11,.636,.650,9,9,1.000,1,8,9,3,0,2,3,2,35,28.2,-20,Miles Bridges
407,61,2025-03-05,CHO,,MIN,"L, 110-125",*,34:38,9,20,.450,1,8,.125,8,12,.667,.475,4,6,.667,1,8,9,5,0,0,1,1,23,17.0,2,Miles Bridges
408,62,2025-03-07,CHO,,CLE,"L, 117-118",*,38:57,15,32,.469,4,10,.400,11,22,.500,.531,12,13,.923,1,7,8,2,2,0,1,4,46,32.8,5,Miles Bridges
409,63,2025-03-08,CHO,,BRK,"W, 105-102",*,35:27,9,20,.450,2,6,.333,7,14,.500,.500,6,6,1.000,3,9,12,5,1,1,2,1,26,23.2,2,Miles Bridges
410,64,2025-03-10,CHO,@,MIA,"W, 105-102",*,37:19,12,19,.632,5,11,.455,7,8,.875,.763,6,6,1.000,0,5,5,5,0,2,2,2,35,30.1,7,Miles Bridges
411,65,2025-03-12,CHO,@,ATL,"L, 110-123",*,36:37,11,19,.579,5,8,.625,6,11,.545,.711,4,6,.667,0,11,11,5,2,4,3,0,31,29.9,-6,Miles Bridges
412,66,2025-03-14,CHO,@,SAS,"W, 145-134",*,28:46,7,14,.500,2,7,.286,5,7,.714,.571,5,7,.714,1,6,7,8,0,1,1,1,21,20.6,12,Miles Bridges
413,67,2025-03-16,CHO,@,LAC,"L, 88-123",*,25:01,3,10,.300,1,7,.143,2,3,.667,.350,0,0,,0,4,4,3,0,1,2,2,7,2.4,-10,Miles Bridges
,68,2025-03-18,CHO,,ATL,"L, 102-134",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
414,69,2025-03-20,CHO,,NYK,"W, 115-98",*,33:24,6,17,.353,2,5,.400,4,12,.333,.412,1,1,1.000,0,10,10,4,0,0,2,0,15,9.3,20,Miles Bridges
415,70,2025-03-21,CHO,@,OKC,"L, 106-141",*,25:47,5,12,.417,4,10,.400,1,2,.500,.583,6,6,1.000,0,3,3,4,1,1,1,2,20,17.2,-18,Miles Bridges
416,71,2025-03-23,CHO,@,MIA,"L, 105-122",*,34:25,7,18,.389,0,7,.000,7,11,.636,.389,3,3,1.000,6,7,13,4,0,0,4,0,17,12.3,-7,Miles Bridges
417,72,2025-03-25,CHO,,ORL,"L, 104-111",*,32:30,5,19,.263,1,8,.125,4,11,.364,.289,0,1,.000,2,4,6,4,0,0,1,1,11,3.3,3,Miles Bridges
418,73,2025-03-28,CHO,@,TOR,"L, 97-108",*,30:44,4,20,.200,1,9,.111,3,11,.273,.225,2,2,1.000,0,4,4,6,1,1,3,0,11,2.7,-13,Miles Bridges
419,74,2025-03-30,CHO,@,NOP,"L, 94-98",*,22:08,7,16,.438,1,6,.167,6,10,.600,.469,5,6,.833,1,5,6,2,1,0,1,1,20,14.4,4,Miles Bridges
420,75,2025-03-31,CHO,,UTA,"W, 110-106",*,34:34,11,17,.647,3,6,.500,8,11,.727,.735,1,1,1.000,3,7,10,8,1,1,4,1,26,25.6,17,Miles Bridges
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Miles Bridges
421,76,2025-04-02,CHO,@,IND,"L, 105-119",*,24:25,7,10,.700,2,3,.667,5,7,.714,.800,2,2,1.000,1,3,4,5,0,1,1,0,18,18.6,11,Miles Bridges
422,77,2025-04-04,CHO,,SAC,"L, 102-125",*,27:36,7,21,.333,2,11,.182,5,10,.500,.381,6,6,1.000,0,2,2,1,0,0,2,2,22,8.6,-25,Miles Bridges
423,78,2025-04-06,CHO,,CHI,"L, 117-131",*,19:23,3,12,.250,0,4,.000,3,8,.375,.250,2,4,.500,0,4,4,2,0,0,2,1,8,0.2,-9,Miles Bridges
424,79,2025-04-08,CHO,,MEM,"L, 100-124",*,30:02,4,13,.308,2,6,.333,2,7,.286,.385,4,4,1.000,0,6,6,3,0,1,3,2,14,7.3,-27,Miles Bridges
,80,2025-04-09,CHO,@,TOR,"L, 96-126",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,81,2025-04-11,CHO,@,BOS,"L, 94-130",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
,82,2025-04-13,CHO,@,BOS,"L, 86-93",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Bridges
365,1,2024-10-23,CHO,@,HOU,"W, 110-105",,24:49,3,6,.500,2,4,.500,1,2,.500,.667,0,0,,1,3,4,1,1,1,2,4,8,5.4,1,Grant Williams
366,2,2024-10-25,CHO,@,ATL,"L, 120-125",,29:12,2,7,.286,2,6,.333,0,1,.000,.429,3,4,.750,2,2,4,6,1,0,1,4,9,9.1,14,Grant Williams
367,3,2024-10-26,CHO,,MIA,"L, 106-114",,19:18,2,7,.286,2,5,.400,0,2,.000,.429,1,2,.500,1,1,2,1,1,0,2,0,7,3.2,-10,Grant Williams
368,4,2024-10-30,CHO,,TOR,"W, 138-133",,22:58,5,6,.833,3,4,.750,2,2,1.000,1.083,4,4,1.000,1,1,2,5,2,0,2,4,17,17.7,21,Grant Williams
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Grant Williams
369,5,2024-11-01,CHO,,BOS,"L, 109-124",,30:24,2,6,.333,2,5,.400,0,1,.000,.500,0,0,,2,5,7,3,1,1,2,5,6,5.3,-7,Grant Williams
370,6,2024-11-02,CHO,,BOS,"L, 103-113",*,33:33,2,6,.333,1,4,.250,1,2,.500,.417,0,0,,0,3,3,2,0,0,0,5,5,1.9,-8,Grant Williams
371,7,2024-11-04,CHO,@,MIN,"L, 93-114",,21:45,2,4,.500,1,3,.333,1,1,1.000,.625,0,0,,0,3,3,1,2,0,1,2,5,4.8,-17,Grant Williams
372,8,2024-11-06,CHO,,DET,"W, 108-107",,26:30,4,9,.444,2,7,.286,2,2,1.000,.556,2,2,1.000,0,7,7,2,2,1,3,1,12,10.1,9,Grant Williams
373,9,2024-11-08,CHO,,IND,"W, 103-83",,30:40,3,8,.375,0,5,.000,3,3,1.000,.375,2,2,1.000,2,7,9,1,1,1,3,3,8,5.3,33,Grant Williams
374,10,2024-11-10,CHO,@,PHI,"L, 105-107 (OT)",,38:14,6,14,.429,2,7,.286,4,7,.571,.500,3,4,.750,1,3,4,2,2,3,3,4,17,11.7,-5,Grant Williams
375,11,2024-11-12,CHO,@,ORL,"L, 89-114",*,31:11,5,9,.556,3,5,.600,2,4,.500,.722,2,4,.500,0,4,4,1,2,0,2,2,15,11.0,-7,Grant Williams
376,12,2024-11-16,CHO,,MIL,"W, 115-114",*,30:26,2,8,.250,2,6,.333,0,2,.000,.375,0,0,,0,7,7,2,0,1,0,4,6,3.8,9,Grant Williams
377,13,2024-11-17,CHO,@,CLE,"L, 114-128",*,35:05,5,9,.556,2,4,.500,3,5,.600,.667,3,3,1.000,3,6,9,3,1,0,1,3,15,15.5,-17,Grant Williams
378,14,2024-11-19,CHO,@,BRK,"L, 115-116",*,33:22,5,8,.625,0,0,,5,8,.625,.625,6,6,1.000,4,3,7,4,0,3,3,1,16,17.6,-12,Grant Williams
379,15,2024-11-21,CHO,,DET,"W, 123-121 (OT)",*,39:54,4,10,.400,1,6,.167,3,4,.750,.450,3,4,.750,1,2,3,1,1,1,2,1,12,7.5,4,Grant Williams
380,16,2024-11-23,CHO,@,MIL,"L, 119-125",*,31:42,2,6,.333,2,3,.667,0,3,.000,.500,2,2,1.000,0,7,7,2,1,1,1,3,8,7.6,2,Grant Williams
,17,2024-11-25,CHO,,ORL,"L, 84-95",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,18,2024-11-27,CHO,,MIA,"L, 94-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,19,2024-11-29,CHO,,NYK,"L, 98-99",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,20,2024-11-30,CHO,,ATL,"L, 104-107",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Grant Williams
,21,2024-12-03,CHO,,PHI,"L, 104-110",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,22,2024-12-05,CHO,@,NYK,"L, 101-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,23,2024-12-07,CHO,,CLE,"L, 102-116",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,24,2024-12-08,CHO,@,IND,"W, 113-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,25,2024-12-13,CHO,@,CHI,"L, 95-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,26,2024-12-16,CHO,,PHI,"L, 108-121",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,27,2024-12-19,CHO,@,WAS,"L, 114-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,28,2024-12-20,CHO,@,PHI,"L, 98-108",Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,29,2024-12-23,CHO,,HOU,"L, 101-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,30,2024-12-26,CHO,@,WAS,"L, 110-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,31,2024-12-28,CHO,,OKC,"L, 94-106",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,32,2024-12-30,CHO,,CHI,"L, 108-115 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Grant Williams
,33,2025-01-03,CHO,@,DET,"L, 94-98",Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,34,2025-01-05,CHO,@,CLE,"L, 105-115",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,35,2025-01-07,CHO,,PHO,"W, 115-104",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,36,2025-01-12,CHO,@,PHO,"L, 113-120",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,37,2025-01-15,CHO,@,UTA,"W, 117-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,38,2025-01-17,CHO,@,CHI,"W, 125-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,39,2025-01-20,CHO,,DAL,"W, 110-105",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,40,2025-01-22,CHO,@,MEM,"L, 120-132",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,41,2025-01-24,CHO,,POR,"L, 97-102",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,42,2025-01-25,CHO,,NOP,"W, 123-92",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
,43,2025-01-27,CHO,,LAL,"L, 107-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Williams
